"if";"";"";[sound:videos_bsl_signstation_if.mp4];"https://media.signbsl.com/videos/bsl/signstation/if.mp4";"<i>if</i> <span style=""color:#666; font-size:80%;"">- University of Bristol &amp; Deaf Studies Trust</span>";"https://www.signbsl.com/sign/if";"3";""
"style";"a particular kind (as to appearance)";"""this style of shoe is in demand"";";[sound:videos_wolver_mp4_3689_Style.mp4];"https://media.signbsl.com/videos/wolver/mp4/3689_Style.mp4";"<i>style</i> <span style=""color:#666; font-size:80%;"">- University of Wolverhampton</span>";"https://www.signbsl.com/sign/style";"4";""
"style";"a pointed tool for writing or drawing or engraving";"""he drew the design on the stencil with a steel stylus"";";[sound:videos_ict_mp4_373_stylus.mp4];"https://media.signbsl.com/videos/ict/mp4/373_stylus.mp4";"<i>stylus</i> <span style=""color:#666; font-size:80%;"">- QIA Dictionary of ICT</span>";"https://www.signbsl.com/sign/style";"4";""
"hotel";"a building where travelers can pay for lodging and meals and other services";"";[sound:videos_bsl_signstation_hotel.mp4];"https://media.signbsl.com/videos/bsl/signstation/hotel.mp4";"<i>hotel</i> <span style=""color:#666; font-size:80%;"">- University of Bristol &amp; Deaf Studies Trust</span>";"https://www.signbsl.com/sign/hotel";"5";""
"useful";"being of use or service";"""the girl felt motherly and useful""; ""a useful job""; ""a useful member of society"";";[sound:videos_bsl_signstation_useful.mp4];"https://media.signbsl.com/videos/bsl/signstation/useful.mp4";"<i>useful</i> <span style=""color:#666; font-size:80%;"">- University of Bristol &amp; Deaf Studies Trust</span>";"https://www.signbsl.com/sign/useful";"3";""
