"use";"put into service; make work or employ (something) for a particular purpose or for its inherent or natural purpose";"""use your head!""; ""we only use Spanish at home""; ""I can't make use of this tool""; ""Apply a magnetic field here""; ""This thinking was applied;";[sound:videos_bsl_signstation_use.mp4];"https://media.signbsl.com/videos/bsl/signstation/use.mp4";"<i>use</i> <span style=""color:#666; font-size:80%;"">- University of Bristol &amp; Deaf Studies Trust</span>";"https://www.signbsl.com/sign/use";"11";"Signature_Level_1_Award"
"company";"an institution created to conduct business";"""he only invests in large well-established companies""; ""he started the company in his garage"";";[sound:videos_bsl_signstation_company.mp4];"https://media.signbsl.com/videos/bsl/signstation/company.mp4";"<i>company</i> <span style=""color:#666; font-size:80%;"">- University of Bristol &amp; Deaf Studies Trust</span>";"https://www.signbsl.com/sign/company";"4";""
"company";"a social gathering of guests or companions";"""the house was filled with company when I arrived"";";[sound:videos_bsl_signstation_company-2.mp4];"https://media.signbsl.com/videos/bsl/signstation/company-2.mp4";"<i>company</i> <span style=""color:#666; font-size:80%;"">- University of Bristol &amp; Deaf Studies Trust</span>";"https://www.signbsl.com/sign/company";"4";""
"must";"a necessary or essential thing";"""seat belts are an absolute must"";";[sound:videos_bsl_signstation_must.mp4];"https://media.signbsl.com/videos/bsl/signstation/must.mp4";"<i>must</i> <span style=""color:#666; font-size:80%;"">- University of Bristol &amp; Deaf Studies Trust</span>";"https://www.signbsl.com/sign/must";"3";"Signature_Level_1_Award GCSE_vocabulary"
"interview";"conduct an interview in television, newspaper, and radio reporting";"";[sound:videos_bsl_signstation_question.mp4];"https://media.signbsl.com/videos/bsl/signstation/question.mp4";"<i>question</i> <span style=""color:#666; font-size:80%;"">- University of Bristol &amp; Deaf Studies Trust</span>";"https://www.signbsl.com/sign/interview";"8";""
"radio";"medium for communication";"";[sound:videos_bsl_signstation_radio.mp4];"https://media.signbsl.com/videos/bsl/signstation/radio.mp4";"<i>radio</i> <span style=""color:#666; font-size:80%;"">- University of Bristol &amp; Deaf Studies Trust</span>";"https://www.signbsl.com/sign/radio";"6";"Signature_Level_1_Award"
"radio";"a communication system based on broadcasting electromagnetic waves";"";[sound:videos_ict_mp4_1016_wireless.mp4];"https://media.signbsl.com/videos/ict/mp4/1016_wireless.mp4";"<i>wireless</i> <span style=""color:#666; font-size:80%;"">- QIA Dictionary of ICT</span>";"https://www.signbsl.com/sign/radio";"6";"Signature_Level_1_Award"
"earn";"earn on some commercial or business transaction; earn as salary or wages";"""How much do you make a month in your new job?""; ""She earns a lot in her new job""; ""this merger brought in lots of money""; ""He clears $5,000 each month"";";[sound:videos_bsl_signstation_realise.mp4];"https://media.signbsl.com/videos/bsl/signstation/realise.mp4";"<i>realise</i> <span style=""color:#666; font-size:80%;"">- University of Bristol &amp; Deaf Studies Trust</span>";"https://www.signbsl.com/sign/earn";"3";"Signature_Level_1_Award GCSE_vocabulary"
"location";"a point or extent in space";"";[sound:videos_bsl_signstation_location.mp4];"https://media.signbsl.com/videos/bsl/signstation/location.mp4";"<i>location</i> <span style=""color:#666; font-size:80%;"">- University of Bristol &amp; Deaf Studies Trust</span>";"https://www.signbsl.com/sign/location";"5";"Signature_Level_1_Award GCSE_vocabulary"
"direct";"take somebody somewhere";"""We lead him to our chief""; ""can you take me to the main entrance?""; ""He conducted us to the palace"";";[sound:videos_bsl_signstation_lead.mp4];"https://media.signbsl.com/videos/bsl/signstation/lead.mp4";"<i>lead</i> <span style=""color:#666; font-size:80%;"">- University of Bristol &amp; Deaf Studies Trust</span>";"https://www.signbsl.com/sign/direct";"9";"Signature_Level_1_Award GCSE_vocabulary"
"direct";"direct the course; determine the direction of travelling";"";[sound:videos_wolver_mp4_eng_guide__8632.mp4];"https://media.signbsl.com/videos/wolver/mp4/eng_guide__8632.mp4";"<i>guide</i> <span style=""color:#666; font-size:80%;"">- University of Wolverhampton</span>";"https://www.signbsl.com/sign/direct";"9";"Signature_Level_1_Award GCSE_vocabulary"
"disability";"the condition of being unable to perform as a consequence of physical or mental unfitness";"""reading disability""; ""hearing impairment"";";[sound:videos_bsl_signstation_disability.mp4];"https://media.signbsl.com/videos/bsl/signstation/disability.mp4";"<i>disability</i> <span style=""color:#666; font-size:80%;"">- University of Bristol &amp; Deaf Studies Trust</span>";"https://www.signbsl.com/sign/disability";"2";""
"bathroom";"a room equipped with toilet facilities";"";[sound:videos_bsl_signstation_bathroom.mp4];"https://media.signbsl.com/videos/bsl/signstation/bathroom.mp4";"<i>bathroom</i> <span style=""color:#666; font-size:80%;"">- University of Bristol &amp; Deaf Studies Trust</span>";"https://www.signbsl.com/sign/bathroom";"10";""
"bathroom";"a room (as in a residence) containing a bath or shower and usually a washbasin and toilet";"";[sound:videos_bsl_deafway_mp4_bath.mp4];"https://media.signbsl.com/videos/bsl/deafway/mp4/bath.mp4";"<i>bath</i> <span style=""color:#666; font-size:80%;"">- Deafway <a href=""https://deafway.org.uk/"" rel=""nofollow"" target=""_blank"">More details</a></span>";"https://www.signbsl.com/sign/bathroom";"10";""
